startDate,endDate,unit,value
2020-08-25 03:01:28 +0000,2020-08-25 03:11:22 +0000,count,204
2020-08-25 03:14:49 +0000,2020-08-25 03:21:28 +0000,count,240
2020-08-25 03:27:55 +0000,2020-08-25 03:29:00 +0000,count,86
2020-08-25 03:42:49 +0000,2020-08-25 03:51:57 +0000,count,232
2020-08-25 03:53:15 +0000,2020-08-25 04:02:44 +0000,count,135
2020-08-25 04:04:40 +0000,2020-08-25 04:14:39 +0000,count,520
2020-08-25 04:14:39 +0000,2020-08-25 04:24:20 +0000,count,917
2020-08-25 04:24:53 +0000,2020-08-25 04:24:58 +0000,count,14
2020-08-25 05:30:39 +0000,2020-08-25 05:39:35 +0000,count,526
2020-08-25 05:41:23 +0000,2020-08-25 05:41:38 +0000,count,23
2020-08-25 05:57:42 +0000,2020-08-25 06:07:08 +0000,count,618
2020-08-25 06:37:45 +0000,2020-08-25 06:38:53 +0000,count,48
2020-08-25 07:38:12 +0000,2020-08-25 07:39:43 +0000,count,74
2020-08-25 09:09:25 +0000,2020-08-25 09:11:11 +0000,count,48
2020-08-25 09:26:50 +0000,2020-08-25 09:27:00 +0000,count,21
2020-08-25 09:38:12 +0000,2020-08-25 09:38:15 +0000,count,9
2020-08-25 10:00:06 +0000,2020-08-25 10:05:55 +0000,count,81
2020-08-25 10:29:26 +0000,2020-08-25 10:36:18 +0000,count,217
2020-08-25 10:39:47 +0000,2020-08-25 10:39:55 +0000,count,9
2020-08-25 11:04:44 +0000,2020-08-25 11:12:57 +0000,count,168
2020-08-25 11:16:49 +0000,2020-08-25 11:17:09 +0000,count,36
2020-08-25 12:26:07 +0000,2020-08-25 12:26:22 +0000,count,17
2020-08-25 15:05:48 +0000,2020-08-25 15:05:56 +0000,count,24
2020-08-25 23:30:58 +0000,2020-08-25 23:31:10 +0000,count,29
2020-08-25 23:47:35 +0000,2020-08-25 23:49:28 +0000,count,52
2020-08-25 23:57:43 +0000,2020-08-25 23:57:58 +0000,count,26
2020-08-26 00:23:36 +0000,2020-08-26 00:23:39 +0000,count,2
2020-08-26 01:19:02 +0000,2020-08-26 01:29:00 +0000,count,66
2020-08-26 01:29:18 +0000,2020-08-26 01:33:38 +0000,count,418
2020-08-26 01:56:52 +0000,2020-08-26 01:59:06 +0000,count,260
2020-08-26 02:58:02 +0000,2020-08-26 03:08:03 +0000,count,358
2020-08-26 03:08:03 +0000,2020-08-26 03:16:49 +0000,count,476
2020-08-26 03:18:45 +0000,2020-08-26 03:18:48 +0000,count,1
2020-08-26 03:29:02 +0000,2020-08-26 03:31:34 +0000,count,76
2020-08-26 03:45:55 +0000,2020-08-26 03:54:20 +0000,count,666
2020-08-26 04:03:10 +0000,2020-08-26 04:11:40 +0000,count,66
2020-08-26 05:21:33 +0000,2020-08-26 05:31:19 +0000,count,37
2020-08-26 05:32:17 +0000,2020-08-26 05:32:22 +0000,count,13
2020-08-26 05:49:35 +0000,2020-08-26 05:49:37 +0000,count,20
2020-08-26 06:17:11 +0000,2020-08-26 06:17:14 +0000,count,8
2020-08-26 06:41:03 +0000,2020-08-26 06:43:20 +0000,count,22
2020-08-26 06:51:20 +0000,2020-08-26 06:52:48 +0000,count,22
2020-08-26 08:08:50 +0000,2020-08-26 08:12:02 +0000,count,109
2020-08-26 08:38:17 +0000,2020-08-26 08:46:49 +0000,count,68
2020-08-26 08:55:17 +0000,2020-08-26 09:05:18 +0000,count,666
2020-08-26 09:05:18 +0000,2020-08-26 09:12:14 +0000,count,342
2020-08-26 10:03:25 +0000,2020-08-26 10:13:09 +0000,count,77
2020-08-26 10:26:32 +0000,2020-08-26 10:28:43 +0000,count,36
2020-08-26 11:57:21 +0000,2020-08-26 12:03:11 +0000,count,47
2020-08-26 12:14:17 +0000,2020-08-26 12:20:41 +0000,count,70
2020-08-26 12:24:33 +0000,2020-08-26 12:33:34 +0000,count,143
2020-08-26 12:39:27 +0000,2020-08-26 12:45:13 +0000,count,161
2020-08-26 13:04:52 +0000,2020-08-26 13:13:58 +0000,count,47
2020-08-26 13:16:12 +0000,2020-08-26 13:21:45 +0000,count,45
2020-08-26 14:37:31 +0000,2020-08-26 14:40:53 +0000,count,100
2020-08-26 15:14:56 +0000,2020-08-26 15:15:47 +0000,count,37
2020-08-27 00:27:37 +0000,2020-08-27 00:36:17 +0000,count,103
2020-08-27 00:38:06 +0000,2020-08-27 00:43:07 +0000,count,463
2020-08-27 01:12:04 +0000,2020-08-27 01:22:05 +0000,count,630
2020-08-27 01:22:05 +0000,2020-08-27 01:31:31 +0000,count,691
2020-08-27 01:48:06 +0000,2020-08-27 01:58:05 +0000,count,534
2020-08-27 01:58:05 +0000,2020-08-27 02:04:19 +0000,count,516
2020-08-27 02:17:28 +0000,2020-08-27 02:27:26 +0000,count,674
2020-08-27 02:27:46 +0000,2020-08-27 02:34:53 +0000,count,473
2020-08-27 02:43:36 +0000,2020-08-27 02:43:41 +0000,count,13
2020-08-27 02:55:33 +0000,2020-08-27 02:55:35 +0000,count,9
2020-08-27 03:02:34 +0000,2020-08-27 03:12:23 +0000,count,259
2020-08-27 03:16:20 +0000,2020-08-27 03:25:41 +0000,count,422
2020-08-27 04:48:24 +0000,2020-08-27 04:57:17 +0000,count,599
2020-08-27 05:04:52 +0000,2020-08-27 05:13:39 +0000,count,61
2020-08-27 06:20:31 +0000,2020-08-27 06:30:29 +0000,count,629
2020-08-27 06:31:02 +0000,2020-08-27 06:40:43 +0000,count,512
2020-08-27 06:44:50 +0000,2020-08-27 06:47:04 +0000,count,39
2020-08-27 06:57:13 +0000,2020-08-27 07:06:16 +0000,count,337
2020-08-27 07:09:15 +0000,2020-08-27 07:16:39 +0000,count,256
2020-08-27 07:23:41 +0000,2020-08-27 07:26:45 +0000,count,42
2020-08-27 07:52:38 +0000,2020-08-27 08:00:53 +0000,count,76
2020-08-27 08:16:55 +0000,2020-08-27 08:26:48 +0000,count,106
2020-08-27 08:27:00 +0000,2020-08-27 08:35:51 +0000,count,482
2020-08-27 08:41:06 +0000,2020-08-27 08:49:59 +0000,count,371
2020-08-27 08:55:55 +0000,2020-08-27 09:05:25 +0000,count,133
2020-08-27 09:11:41 +0000,2020-08-27 09:21:42 +0000,count,573
2020-08-27 09:21:42 +0000,2020-08-27 09:31:40 +0000,count,426
2020-08-27 09:31:48 +0000,2020-08-27 09:40:10 +0000,count,279
2020-08-27 09:43:40 +0000,2020-08-27 09:44:10 +0000,count,56
2020-08-27 10:23:31 +0000,2020-08-27 10:23:34 +0000,count,4
2020-08-27 10:34:35 +0000,2020-08-27 10:44:04 +0000,count,392
2020-08-27 10:46:08 +0000,2020-08-27 10:46:46 +0000,count,81
2020-08-27 11:26:06 +0000,2020-08-27 11:35:57 +0000,count,572
2020-08-27 11:36:27 +0000,2020-08-27 11:43:31 +0000,count,49
2020-08-27 12:06:58 +0000,2020-08-27 12:07:03 +0000,count,20
2020-08-27 14:00:28 +0000,2020-08-27 14:01:03 +0000,count,44
2020-08-27 14:47:44 +0000,2020-08-27 14:47:52 +0000,count,21
2020-08-27 22:56:00 +0000,2020-08-27 23:03:03 +0000,count,20
2020-08-28 01:05:49 +0000,2020-08-28 01:14:41 +0000,count,348
2020-08-28 01:48:29 +0000,2020-08-28 01:50:40 +0000,count,77
2020-08-28 02:06:40 +0000,2020-08-28 02:06:42 +0000,count,18
2020-08-28 02:21:06 +0000,2020-08-28 02:29:48 +0000,count,543
2020-08-28 02:31:12 +0000,2020-08-28 02:31:55 +0000,count,29
2020-08-28 02:55:06 +0000,2020-08-28 03:00:12 +0000,count,465
2020-08-28 03:06:38 +0000,2020-08-28 03:13:37 +0000,count,82
2020-08-28 04:00:06 +0000,2020-08-28 04:06:08 +0000,count,139
2020-08-28 04:21:22 +0000,2020-08-28 04:30:50 +0000,count,701
2020-08-28 04:32:08 +0000,2020-08-28 04:33:04 +0000,count,75
2020-08-28 06:00:35 +0000,2020-08-28 06:01:00 +0000,count,38
2020-08-28 08:37:25 +0000,2020-08-28 08:47:26 +0000,count,203
2020-08-28 08:47:28 +0000,2020-08-28 08:56:33 +0000,count,136
2020-08-28 09:20:48 +0000,2020-08-28 09:21:26 +0000,count,28
2020-08-28 09:34:40 +0000,2020-08-28 09:44:06 +0000,count,808
2020-08-28 10:15:27 +0000,2020-08-28 10:21:26 +0000,count,44
2020-08-28 10:26:11 +0000,2020-08-28 10:34:36 +0000,count,320
2020-08-28 11:42:40 +0000,2020-08-28 11:42:42 +0000,count,12
2020-08-28 12:08:42 +0000,2020-08-28 12:14:23 +0000,count,129
2020-08-28 12:29:49 +0000,2020-08-28 12:38:45 +0000,count,22
2020-08-28 12:41:49 +0000,2020-08-28 12:46:58 +0000,count,103
2020-08-28 16:27:49 +0000,2020-08-28 16:28:42 +0000,count,67
2020-08-28 16:46:36 +0000,2020-08-28 16:46:38 +0000,count,1
2020-08-29 02:07:03 +0000,2020-08-29 02:14:10 +0000,count,115
2020-08-29 02:17:47 +0000,2020-08-29 02:19:13 +0000,count,59
2020-08-29 02:31:38 +0000,2020-08-29 02:41:39 +0000,count,185
2020-08-29 02:41:39 +0000,2020-08-29 02:51:40 +0000,count,428
