startDate,endDate,unit,value
2021-02-23 03:53:53 +0000,2021-02-23 04:08:54 +0000,kcal,17.607
2021-02-23 04:08:54 +0000,2021-02-23 04:25:28 +0000,kcal,19.432
2021-02-23 04:25:28 +0000,2021-02-23 04:40:08 +0000,kcal,17.204
2021-02-23 04:40:08 +0000,2021-02-23 04:55:09 +0000,kcal,17.806
2021-02-23 04:55:09 +0000,2021-02-23 05:05:03 +0000,kcal,11.735
2021-02-23 05:05:03 +0000,2021-02-23 05:20:35 +0000,kcal,18.423
2021-02-23 05:20:35 +0000,2021-02-23 05:35:36 +0000,kcal,17.405
2021-02-23 05:35:36 +0000,2021-02-23 05:51:07 +0000,kcal,18.205
2021-02-23 05:51:07 +0000,2021-02-23 06:06:08 +0000,kcal,17.616
2021-02-23 06:06:08 +0000,2021-02-23 06:22:52 +0000,kcal,19.43
2021-02-23 06:22:52 +0000,2021-02-23 06:40:37 +0000,kcal,21.053
2021-02-23 06:40:37 +0000,2021-02-23 06:52:44 +0000,kcal,14.164
2021-02-23 06:52:44 +0000,2021-02-23 07:09:48 +0000,kcal,20.134
2021-02-23 07:09:48 +0000,2021-02-23 07:10:49 +0000,kcal,1.347
2021-02-23 07:10:49 +0000,2021-02-23 08:10:49 +0000,kcal,71.202
2021-02-23 08:10:49 +0000,2021-02-23 08:55:54 +0000,kcal,53.497
2021-02-23 08:55:54 +0000,2021-02-23 09:12:28 +0000,kcal,19.65
2021-02-23 09:12:28 +0000,2021-02-23 09:29:11 +0000,kcal,19.632
2021-02-23 09:29:11 +0000,2021-02-23 09:44:33 +0000,kcal,18.008
2021-02-23 09:44:33 +0000,2021-02-23 10:00:46 +0000,kcal,19.025
2021-02-23 10:00:46 +0000,2021-02-23 10:16:07 +0000,kcal,18.017
2021-02-23 10:16:07 +0000,2021-02-23 10:31:49 +0000,kcal,18.624
2021-02-23 10:31:49 +0000,2021-02-23 10:48:02 +0000,kcal,19.228
2021-02-23 10:48:02 +0000,2021-02-23 11:06:17 +0000,kcal,21.655
2021-02-23 11:06:17 +0000,2021-02-23 11:21:18 +0000,kcal,17.607
2021-02-23 11:21:18 +0000,2021-02-23 11:36:39 +0000,kcal,17.602
2021-02-23 11:36:39 +0000,2021-02-23 11:51:40 +0000,kcal,17.813
2021-02-23 11:51:40 +0000,2021-02-23 12:07:53 +0000,kcal,19.027
2021-02-23 12:07:53 +0000,2021-02-23 12:24:16 +0000,kcal,19.232
2021-02-23 12:24:16 +0000,2021-02-23 12:39:07 +0000,kcal,17.604
2021-02-23 12:39:07 +0000,2021-02-23 12:54:28 +0000,kcal,18.22
2021-02-23 12:54:28 +0000,2021-02-23 13:09:29 +0000,kcal,17.81
2021-02-23 13:09:29 +0000,2021-02-23 13:24:30 +0000,kcal,17.812
2021-02-23 13:24:30 +0000,2021-02-23 13:33:53 +0000,kcal,11.133
2021-02-23 13:33:53 +0000,2021-02-23 13:51:58 +0000,kcal,21.456
2021-02-23 13:51:58 +0000,2021-02-23 14:06:59 +0000,kcal,17.402
2021-02-23 14:06:59 +0000,2021-02-23 14:23:11 +0000,kcal,19.024
2021-02-23 14:23:11 +0000,2021-02-23 14:37:52 +0000,kcal,16.995
2021-02-23 14:37:52 +0000,2021-02-23 14:53:03 +0000,kcal,18.014
2021-02-23 14:53:03 +0000,2021-02-23 15:08:04 +0000,kcal,17.807
2021-02-23 15:08:04 +0000,2021-02-23 15:24:06 +0000,kcal,19.015
2021-02-23 15:24:06 +0000,2021-02-23 15:40:28 +0000,kcal,19.426
2021-02-23 15:40:28 +0000,2021-02-23 15:54:58 +0000,kcal,16.998
2021-02-23 15:54:58 +0000,2021-02-23 16:09:59 +0000,kcal,17.813
2021-02-23 16:09:59 +0000,2021-02-23 16:24:40 +0000,kcal,17.002
2021-02-23 16:24:40 +0000,2021-02-23 16:37:17 +0000,kcal,14.98
2021-02-23 16:37:17 +0000,2021-02-23 16:52:18 +0000,kcal,17.809
2021-02-23 16:52:18 +0000,2021-02-23 17:08:11 +0000,kcal,18.827
2021-02-23 17:08:11 +0000,2021-02-23 17:23:01 +0000,kcal,17.407
2021-02-23 17:23:01 +0000,2021-02-23 17:38:54 +0000,kcal,18.824
2021-02-23 17:38:54 +0000,2021-02-23 17:53:13 +0000,kcal,17
2021-02-23 17:53:13 +0000,2021-02-23 18:08:25 +0000,kcal,18.018
2021-02-23 18:08:25 +0000,2021-02-23 18:23:46 +0000,kcal,18.213
2021-02-23 18:23:46 +0000,2021-02-23 18:40:19 +0000,kcal,19.63
2021-02-23 18:40:19 +0000,2021-02-23 18:53:18 +0000,kcal,14.981
2021-02-23 18:53:18 +0000,2021-02-23 19:10:32 +0000,kcal,20.246
2021-02-23 19:10:32 +0000,2021-02-23 19:25:23 +0000,kcal,17.401
2021-02-23 19:25:23 +0000,2021-02-23 19:40:24 +0000,kcal,17.813
2021-02-23 19:40:24 +0000,2021-02-23 19:55:24 +0000,kcal,17.81
2021-02-23 19:55:24 +0000,2021-02-23 20:08:43 +0000,kcal,15.785
2021-02-23 20:08:43 +0000,2021-02-23 20:23:54 +0000,kcal,18.009
2021-02-23 20:23:54 +0000,2021-02-23 20:38:55 +0000,kcal,17.604
2021-02-23 20:38:55 +0000,2021-02-23 20:54:06 +0000,kcal,18.013
2021-02-23 20:54:06 +0000,2021-02-23 21:07:04 +0000,kcal,15.174
2021-02-23 21:07:04 +0000,2021-02-23 21:22:35 +0000,kcal,18.414
2021-02-23 21:22:35 +0000,2021-02-23 21:37:56 +0000,kcal,18.214
2021-02-23 21:37:56 +0000,2021-02-23 21:54:09 +0000,kcal,19.221
2021-02-23 21:54:09 +0000,2021-02-23 22:09:10 +0000,kcal,17.805
2021-02-23 22:09:10 +0000,2021-02-23 22:23:40 +0000,kcal,17.207
2021-02-23 22:23:40 +0000,2021-02-23 22:39:01 +0000,kcal,18.215
2021-02-23 22:39:01 +0000,2021-02-23 22:51:18 +0000,kcal,14.37
2021-02-23 22:51:18 +0000,2021-02-23 23:06:19 +0000,kcal,17.812
2021-02-23 23:06:19 +0000,2021-02-23 23:21:40 +0000,kcal,18.214
2021-02-23 23:21:40 +0000,2021-02-23 23:38:03 +0000,kcal,19.43
2021-02-23 23:38:03 +0000,2021-02-23 23:53:24 +0000,kcal,18.219
2021-02-23 23:53:24 +0000,2021-02-24 00:08:36 +0000,kcal,18.013
2021-02-24 00:08:36 +0000,2021-02-24 00:25:29 +0000,kcal,20.036
2021-02-24 00:25:29 +0000,2021-02-24 00:40:20 +0000,kcal,17.607
2021-02-24 00:40:20 +0000,2021-02-24 00:54:29 +0000,kcal,16.802
2021-02-24 00:54:29 +0000,2021-02-24 01:07:17 +0000,kcal,15.176
2021-02-24 01:07:17 +0000,2021-02-24 01:25:32 +0000,kcal,21.656
2021-02-24 01:25:32 +0000,2021-02-24 01:40:03 +0000,kcal,16.996
2021-02-24 01:40:03 +0000,2021-02-24 01:53:41 +0000,kcal,16.191
2021-02-24 01:53:41 +0000,2021-02-24 02:06:29 +0000,kcal,15.176
2021-02-24 02:06:29 +0000,2021-02-24 02:21:30 +0000,kcal,17.815
2021-02-24 02:21:30 +0000,2021-02-24 02:37:12 +0000,kcal,18.622
2021-02-24 02:37:12 +0000,2021-02-24 02:54:26 +0000,kcal,20.439
2021-02-24 02:54:26 +0000,2021-02-24 03:09:27 +0000,kcal,17.813
2021-02-24 03:09:27 +0000,2021-02-24 03:24:28 +0000,kcal,17.81
2021-02-24 03:24:28 +0000,2021-02-24 03:36:25 +0000,kcal,14.167
2021-02-24 03:36:25 +0000,2021-02-24 03:48:52 +0000,kcal,14.777
2021-02-24 03:48:52 +0000,2021-02-24 04:05:56 +0000,kcal,20.244
2021-02-24 04:05:56 +0000,2021-02-24 04:25:02 +0000,kcal,22.662
2021-02-24 04:25:02 +0000,2021-02-24 04:40:44 +0000,kcal,18.414
2021-02-24 04:40:44 +0000,2021-02-24 04:55:44 +0000,kcal,17.608
2021-02-24 04:55:44 +0000,2021-02-24 05:09:44 +0000,kcal,16.597
2021-02-24 05:09:44 +0000,2021-02-24 05:24:45 +0000,kcal,17.811
2021-02-24 05:24:45 +0000,2021-02-24 05:39:46 +0000,kcal,17.605
2021-02-24 05:39:46 +0000,2021-02-24 05:55:27 +0000,kcal,18.621
2021-02-24 05:55:27 +0000,2021-02-24 06:10:28 +0000,kcal,17.601
2021-02-24 06:10:28 +0000,2021-02-24 06:22:35 +0000,kcal,14.37
2021-02-24 06:22:35 +0000,2021-02-24 06:39:29 +0000,kcal,20.041
2021-02-24 06:39:29 +0000,2021-02-24 06:54:30 +0000,kcal,17.811
2021-02-24 06:54:30 +0000,2021-02-24 07:10:42 +0000,kcal,19.227
2021-02-24 07:10:42 +0000,2021-02-24 07:25:43 +0000,kcal,17.809
2021-02-24 07:25:43 +0000,2021-02-24 07:39:01 +0000,kcal,15.782
2021-02-24 07:39:01 +0000,2021-02-24 07:54:12 +0000,kcal,18.013
2021-02-24 07:54:12 +0000,2021-02-24 08:08:22 +0000,kcal,16.794
2021-02-24 08:08:22 +0000,2021-02-24 08:23:43 +0000,kcal,18.014
2021-02-24 08:23:43 +0000,2021-02-24 08:39:05 +0000,kcal,18.216
2021-02-24 08:39:05 +0000,2021-02-24 08:54:05 +0000,kcal,17.811
2021-02-24 08:54:05 +0000,2021-02-24 09:06:33 +0000,kcal,14.774
2021-02-24 09:06:33 +0000,2021-02-24 09:22:04 +0000,kcal,18.421
2021-02-24 09:22:04 +0000,2021-02-24 09:38:17 +0000,kcal,19.221
2021-02-24 09:38:17 +0000,2021-02-24 09:53:17 +0000,kcal,17.809
2021-02-24 09:53:17 +0000,2021-02-24 10:03:11 +0000,kcal,11.736
2021-02-24 10:03:11 +0000,2021-02-24 10:25:11 +0000,kcal,26.116
2021-02-24 10:25:11 +0000,2021-02-24 10:40:43 +0000,kcal,18.416
2021-02-24 10:40:43 +0000,2021-02-24 10:55:23 +0000,kcal,16.995
2021-02-24 10:55:23 +0000,2021-02-24 11:08:11 +0000,kcal,15.172
2021-02-24 11:08:11 +0000,2021-02-24 11:23:22 +0000,kcal,17.807
2021-02-24 11:23:22 +0000,2021-02-24 11:38:23 +0000,kcal,17.808
2021-02-24 11:38:23 +0000,2021-02-24 11:54:15 +0000,kcal,18.819
2021-02-24 11:54:15 +0000,2021-02-24 12:09:05 +0000,kcal,17.607
2021-02-24 12:09:05 +0000,2021-02-24 12:24:06 +0000,kcal,17.816
2021-02-24 12:24:06 +0000,2021-02-24 12:34:41 +0000,kcal,12.552
2021-02-24 12:34:41 +0000,2021-02-24 12:49:42 +0000,kcal,17.814
2021-02-24 12:49:42 +0000,2021-02-24 13:05:44 +0000,kcal,19.029
2021-02-24 13:05:44 +0000,2021-02-24 13:21:57 +0000,kcal,19.233
2021-02-24 13:21:57 +0000,2021-02-24 13:38:20 +0000,kcal,19.022
2021-02-24 13:38:20 +0000,2021-02-24 13:54:32 +0000,kcal,19.23
2021-02-24 13:54:32 +0000,2021-02-24 14:09:02 +0000,kcal,16.996
2021-02-24 14:09:02 +0000,2021-02-24 14:23:22 +0000,kcal,17.002
2021-02-24 14:23:22 +0000,2021-02-24 14:38:23 +0000,kcal,17.609
2021-02-24 14:38:23 +0000,2021-02-24 14:53:34 +0000,kcal,18.011
2021-02-24 14:53:34 +0000,2021-02-24 15:08:56 +0000,kcal,17.807
2021-02-24 15:08:56 +0000,2021-02-24 15:23:57 +0000,kcal,17.809
2021-02-24 15:23:57 +0000,2021-02-24 15:38:58 +0000,kcal,17.813
2021-02-24 15:38:58 +0000,2021-02-24 15:55:10 +0000,kcal,19.022
2021-02-24 15:55:10 +0000,2021-02-24 16:10:11 +0000,kcal,17.806
2021-02-24 16:10:11 +0000,2021-02-24 16:25:12 +0000,kcal,17.812
2021-02-24 16:25:12 +0000,2021-02-24 16:32:02 +0000,kcal,8.093
2021-02-24 16:32:02 +0000,2021-02-24 17:32:02 +0000,kcal,71.202
2021-02-24 17:32:02 +0000,2021-02-24 18:32:02 +0000,kcal,71.202
2021-02-24 18:32:02 +0000,2021-02-24 19:32:02 +0000,kcal,71.202
2021-02-24 19:32:02 +0000,2021-02-24 20:32:02 +0000,kcal,71.202
2021-02-24 20:32:02 +0000,2021-02-24 21:32:02 +0000,kcal,71.202
2021-02-24 21:32:02 +0000,2021-02-24 22:32:02 +0000,kcal,71.202
2021-02-24 22:32:02 +0000,2021-02-24 23:32:02 +0000,kcal,71.202
2021-02-24 23:32:02 +0000,2021-02-25 00:32:02 +0000,kcal,71.202
2021-02-25 00:32:02 +0000,2021-02-25 00:53:40 +0000,kcal,25.673
2021-02-25 00:53:40 +0000,2021-02-25 01:08:42 +0000,kcal,17.625
2021-02-25 01:08:42 +0000,2021-02-25 01:23:43 +0000,kcal,17.605
2021-02-25 01:23:43 +0000,2021-02-25 01:40:05 +0000,kcal,19.431
2021-02-25 01:40:05 +0000,2021-02-25 01:53:03 +0000,kcal,15.381
2021-02-25 01:53:03 +0000,2021-02-25 02:08:35 +0000,kcal,18.416
2021-02-25 02:08:35 +0000,2021-02-25 02:23:36 +0000,kcal,17.6
2021-02-25 02:23:36 +0000,2021-02-25 02:38:06 +0000,kcal,16.997
2021-02-25 02:38:06 +0000,2021-02-25 02:54:08 +0000,kcal,19.025
2021-02-25 02:54:08 +0000,2021-02-25 03:09:29 +0000,kcal,18.214
2021-02-25 03:09:29 +0000,2021-02-25 03:24:30 +0000,kcal,17.81
2021-02-25 03:24:30 +0000,2021-02-25 03:39:41 +0000,kcal,18.005
2021-02-25 03:39:41 +0000,2021-02-25 03:54:42 +0000,kcal,17.805
2021-02-25 03:54:42 +0000,2021-02-25 04:01:52 +0000,kcal,8.501
2021-02-25 04:01:52 +0000,2021-02-25 04:18:14 +0000,kcal,19.433
2021-02-25 04:18:14 +0000,2021-02-25 04:40:05 +0000,kcal,25.912
2021-02-25 04:40:05 +0000,2021-02-25 04:55:16 +0000,kcal,18.009
2021-02-25 04:55:16 +0000,2021-02-25 05:09:15 +0000,kcal,16.388
2021-02-25 05:09:15 +0000,2021-02-25 05:24:16 +0000,kcal,17.809
2021-02-25 05:24:16 +0000,2021-02-25 05:39:27 +0000,kcal,18.015
2021-02-25 05:39:27 +0000,2021-02-25 05:53:47 +0000,kcal,16.798
2021-02-25 05:53:47 +0000,2021-02-25 06:06:04 +0000,kcal,14.572
2021-02-25 06:06:04 +0000,2021-02-25 06:22:36 +0000,kcal,19.637
2021-02-25 06:22:36 +0000,2021-02-25 06:37:37 +0000,kcal,17.811
2021-02-25 06:37:37 +0000,2021-02-25 06:51:58 +0000,kcal,16.998
2021-02-25 06:51:58 +0000,2021-02-25 07:06:58 +0000,kcal,17.814
2021-02-25 07:06:58 +0000,2021-02-25 07:23:32 +0000,kcal,19.427
2021-02-25 07:23:32 +0000,2021-02-25 07:38:33 +0000,kcal,17.81
2021-02-25 07:38:33 +0000,2021-02-25 07:54:04 +0000,kcal,18.212
2021-02-25 07:54:04 +0000,2021-02-25 08:10:28 +0000,kcal,19.228
2021-02-25 08:10:28 +0000,2021-02-25 08:25:28 +0000,kcal,17.81
2021-02-25 08:25:28 +0000,2021-02-25 08:36:44 +0000,kcal,12.953
2021-02-25 08:36:44 +0000,2021-02-25 08:52:05 +0000,kcal,18.217
2021-02-25 08:52:05 +0000,2021-02-25 09:08:59 +0000,kcal,20.038
2021-02-25 09:08:59 +0000,2021-02-25 09:25:42 +0000,kcal,19.834
2021-02-25 09:25:42 +0000,2021-02-25 09:40:43 +0000,kcal,17.601
2021-02-25 09:40:43 +0000,2021-02-25 09:54:23 +0000,kcal,15.982
2021-02-25 09:54:23 +0000,2021-02-25 10:09:54 +0000,kcal,18.419
2021-02-25 10:09:54 +0000,2021-02-25 10:24:35 +0000,kcal,17.199
2021-02-25 10:24:35 +0000,2021-02-25 10:38:55 +0000,kcal,17.003
2021-02-25 10:38:55 +0000,2021-02-25 10:52:34 +0000,kcal,16.192
2021-02-25 10:52:34 +0000,2021-02-25 11:07:34 +0000,kcal,17.607
2021-02-25 11:07:34 +0000,2021-02-25 11:23:57 +0000,kcal,19.224
2021-02-25 11:23:57 +0000,2021-02-25 11:38:58 +0000,kcal,17.6
2021-02-25 11:38:58 +0000,2021-02-25 11:53:59 +0000,kcal,17.81
2021-02-25 11:53:59 +0000,2021-02-25 12:08:08 +0000,kcal,16.797
2021-02-25 12:08:08 +0000,2021-02-25 12:23:09 +0000,kcal,17.804
2021-02-25 12:23:09 +0000,2021-02-25 12:39:32 +0000,kcal,19.426
2021-02-25 12:39:32 +0000,2021-02-25 12:55:34 +0000,kcal,18.819
2021-02-25 12:55:34 +0000,2021-02-25 13:10:55 +0000,kcal,18.218
2021-02-25 13:10:55 +0000,2021-02-25 13:25:05 +0000,kcal,16.798
2021-02-25 13:25:05 +0000,2021-02-25 13:39:04 +0000,kcal,16.593
2021-02-25 13:39:04 +0000,2021-02-25 13:54:05 +0000,kcal,17.807
2021-02-25 13:54:05 +0000,2021-02-25 14:10:38 +0000,kcal,19.629
2021-02-25 14:10:38 +0000,2021-02-25 14:24:37 +0000,kcal,16.187
2021-02-25 14:24:37 +0000,2021-02-25 14:38:46 +0000,kcal,16.596
2021-02-25 14:38:46 +0000,2021-02-25 14:54:18 +0000,kcal,18.412
2021-02-25 14:54:18 +0000,2021-02-25 15:09:19 +0000,kcal,17.809
2021-02-25 15:09:19 +0000,2021-02-25 15:24:19 +0000,kcal,17.806
2021-02-25 15:24:19 +0000,2021-02-25 15:36:47 +0000,kcal,14.77
2021-02-25 15:36:47 +0000,2021-02-25 15:52:49 +0000,kcal,19.02
2021-02-25 15:52:49 +0000,2021-02-25 16:06:37 +0000,kcal,16.382
2021-02-25 16:06:37 +0000,2021-02-25 16:21:59 +0000,kcal,18.206
2021-02-25 16:21:59 +0000,2021-02-25 16:37:20 +0000,kcal,18.21
2021-02-25 16:37:20 +0000,2021-02-25 16:55:25 +0000,kcal,21.452
2021-02-25 16:55:25 +0000,2021-02-25 17:10:36 +0000,kcal,18.009
2021-02-25 17:10:36 +0000,2021-02-25 17:16:34 +0000,kcal,7.08
2021-02-25 17:16:34 +0000,2021-02-25 17:38:55 +0000,kcal,26.514
2021-02-25 17:38:55 +0000,2021-02-25 17:54:05 +0000,kcal,18.012
2021-02-25 17:54:05 +0000,2021-02-25 18:09:06 +0000,kcal,17.605
2021-02-25 18:09:06 +0000,2021-02-25 18:25:39 +0000,kcal,19.628
2021-02-25 18:25:39 +0000,2021-02-25 18:38:26 +0000,kcal,15.172
2021-02-25 18:38:26 +0000,2021-02-25 18:53:27 +0000,kcal,17.806
2021-02-25 18:53:27 +0000,2021-02-25 19:08:28 +0000,kcal,17.805
2021-02-25 19:08:28 +0000,2021-02-25 19:25:11 +0000,kcal,19.827
2021-02-25 19:25:11 +0000,2021-02-25 19:40:11 +0000,kcal,17.399
2021-02-25 19:40:11 +0000,2021-02-25 19:49:44 +0000,kcal,11.119
2021-02-25 19:49:44 +0000,2021-02-25 20:06:58 +0000,kcal,20.432
2021-02-25 20:06:58 +0000,2021-02-25 20:24:52 +0000,kcal,21.245
2021-02-25 20:24:52 +0000,2021-02-25 20:39:42 +0000,kcal,17.392
2021-02-25 20:39:42 +0000,2021-02-25 20:53:31 +0000,kcal,16.384
2021-02-25 20:53:31 +0000,2021-02-25 21:09:02 +0000,kcal,18.408
2021-02-25 21:09:02 +0000,2021-02-25 21:24:03 +0000,kcal,17.801
2021-02-25 21:24:03 +0000,2021-02-25 21:35:39 +0000,kcal,13.755
2021-02-25 21:35:39 +0000,2021-02-25 21:51:00 +0000,kcal,18.21
2021-02-25 21:51:00 +0000,2021-02-25 22:06:31 +0000,kcal,18.408
2021-02-25 22:06:31 +0000,2021-02-25 22:21:31 +0000,kcal,17.597
2021-02-25 22:21:31 +0000,2021-02-25 22:36:32 +0000,kcal,17.801
2021-02-25 22:36:32 +0000,2021-02-25 22:52:44 +0000,kcal,19.02
2021-02-25 22:52:44 +0000,2021-02-25 23:07:55 +0000,kcal,18.006
2021-02-25 23:07:55 +0000,2021-02-25 23:25:49 +0000,kcal,21.043
2021-02-25 23:25:49 +0000,2021-02-25 23:35:43 +0000,kcal,11.528
2021-02-25 23:35:43 +0000,2021-02-25 23:51:24 +0000,kcal,18.617
2021-02-25 23:51:24 +0000,2021-02-26 00:07:16 +0000,kcal,18.814
2021-02-26 00:07:16 +0000,2021-02-26 00:23:48 +0000,kcal,19.617
2021-02-26 00:23:48 +0000,2021-02-26 00:38:59 +0000,kcal,17.802
2021-02-26 00:38:59 +0000,2021-02-26 00:54:51 +0000,kcal,18.818
2021-02-26 00:54:51 +0000,2021-02-26 01:06:06 +0000,kcal,13.145
2021-02-26 01:06:06 +0000,2021-02-26 01:21:37 +0000,kcal,18.207
2021-02-26 01:21:37 +0000,2021-02-26 01:36:48 +0000,kcal,18.001
2021-02-26 01:36:48 +0000,2021-02-26 01:52:19 +0000,kcal,18.205
2021-02-26 01:52:19 +0000,2021-02-26 02:07:19 +0000,kcal,17.593
2021-02-26 02:07:19 +0000,2021-02-26 02:24:02 +0000,kcal,19.821
2021-02-26 02:24:02 +0000,2021-02-26 02:39:02 +0000,kcal,17.391
2021-02-26 02:39:02 +0000,2021-02-26 02:54:43 +0000,kcal,18.607
2021-02-26 02:54:43 +0000,2021-02-26 03:07:30 +0000,kcal,15.166
2021-02-26 03:07:30 +0000,2021-02-26 03:23:42 +0000,kcal,19.218
2021-02-26 03:23:42 +0000,2021-02-26 03:40:56 +0000,kcal,20.023
2021-02-26 03:40:56 +0000,2021-02-26 03:54:14 +0000,kcal,15.78
2021-02-26 03:54:14 +0000,2021-02-26 04:10:36 +0000,kcal,19.214
2021-02-26 04:10:36 +0000,2021-02-26 04:15:23 +0000,kcal,5.664
2021-02-26 04:15:23 +0000,2021-02-26 04:31:04 +0000,kcal,18.615
2021-02-26 04:31:04 +0000,2021-02-26 04:47:26 +0000,kcal,19.418
2021-02-26 04:47:26 +0000,2021-02-26 05:03:28 +0000,kcal,19.01
2021-02-26 05:03:28 +0000,2021-02-26 05:18:28 +0000,kcal,17.797
2021-02-26 05:18:28 +0000,2021-02-26 05:33:39 +0000,kcal,17.801
2021-02-26 05:33:39 +0000,2021-02-26 05:49:00 +0000,kcal,17.801
2021-02-26 05:49:00 +0000,2021-02-26 06:05:02 +0000,kcal,19.018
2021-02-26 06:05:02 +0000,2021-02-26 06:22:26 +0000,kcal,20.639
2021-02-26 06:22:26 +0000,2021-02-26 06:39:39 +0000,kcal,20.439
2021-02-26 06:39:39 +0000,2021-02-26 06:55:52 +0000,kcal,19.226
2021-02-26 06:55:52 +0000,2021-02-26 07:08:50 +0000,kcal,15.378
2021-02-26 07:08:50 +0000,2021-02-26 07:25:23 +0000,kcal,19.426
2021-02-26 07:25:23 +0000,2021-02-26 07:39:01 +0000,kcal,16.19
2021-02-26 07:39:01 +0000,2021-02-26 07:55:14 +0000,kcal,19.226
2021-02-26 07:55:14 +0000,2021-02-26 08:10:15 +0000,kcal,17.809
2021-02-26 08:10:15 +0000,2021-02-26 08:22:11 +0000,kcal,14.168
2021-02-26 08:22:11 +0000,2021-02-26 08:39:15 +0000,kcal,20.245
2021-02-26 08:39:15 +0000,2021-02-26 08:54:16 +0000,kcal,17.805
2021-02-26 08:54:16 +0000,2021-02-26 09:09:27 +0000,kcal,17.809
2021-02-26 09:09:27 +0000,2021-02-26 09:25:50 +0000,kcal,19.228
2021-02-26 09:25:50 +0000,2021-02-26 09:37:36 +0000,kcal,13.966
2021-02-26 09:37:36 +0000,2021-02-26 09:53:08 +0000,kcal,18.42
2021-02-26 09:53:08 +0000,2021-02-26 10:08:09 +0000,kcal,17.607
